Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6346,ADI-6346,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881206,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Liminar,Liminar indeferida,"Em 29/03/2020;


3. Indefiro a liminar pleiteada, no que o implemento pressupõe não só relevância maior do pedido, como risco de manter-se preceitos normativos com plena vigência, entendendo-se este último como irreparável.


4. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado. Remetam cópia ao Presidente do Tribunal, ministro Dias Toffoli, aos demais Ministros, aos Presidentes da República, da Câmara dos Deputados e do Senado Federal, bem como ao Procurador-Geral da República.


Sem prejuízo da submissão ao Colegiado, solicitem informações, colham a manifestação do Advogado-Geral da União e o parecer do Procurador-Geral da República.


5. Publiquem.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADPF,662,ADPF-662,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881206,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,24/3/2020,Sim,,Decisão Liminar,Liminar deferida ad referendum,"""(...) Concedo, em parte, a medida cautelar postulada, ad referendum do
Plenário, apenas para suspender a eficácia do art. 20, § 3º, da Lei 8.742,
na redação dada pela Lei 13.981, de 24 de março de 2020, enquanto não
sobrevier a implementação de todas as condições previstas no art. 195,
§5°, da CF, art. 113 do ADCT, bem como nos arts. 17 e 24 da LRF e ainda
do art. 114 da LDO. (...)""",DIREITO PREVIDENCIÁRIO,"1 - DIREITO PREVIDENCIÁRIO | BENEFÍCIOS EM ESPÉCIE | BENEFÍCIO ASSISTENCIAL (ART. 203,V CF/88)2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADPF,663,ADPF-663,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880970,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,24/3/2020,Sim,,Decisão Interlocutória,Deferido,"em 16.04.2020: ""(...)DEFIRO
O PEDIDO DE INGRESSO COMO AMICI CURIAE, na presente ADPF.
À Secretaria, para as anotações pertinentes.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADPF,663,ADPF-663,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881118,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,24/3/2020,Sim,,Decisão Liminar,Liminar deferida ad referendum,"Em 27 de março de 2020: ""(...) CONCEDO A MEDIDA CAUTELAR na presente
arguição de descumprimento de preceito fundamental, ad referendum do
Plenário desta SUPREMA CORTE, com base no art. 21, V, do RISTF, para
evitar grave lesão a preceitos fundamentais da Constituição Federal, em
especial dos artigos 2º e 37, caput, e, AUTORIZO, nos termos pleiteados
pelas Mesas da Casas Legislativas, que, durante a emergência em Saúde
Pública de importância nacional e o estado de calamidade pública
decorrente da COVID-19, as medidas provisórias sejam instruídas
perante o Plenário da Câmara dos Deputados e do Senado Federal,
ficando, excepcionalmente, autorizada a emissão de parecer em
substituição à Comissão Mista por parlamentar de cada uma das Casas
designado na forma regimental; bem como, que, em deliberação nos
Plenários da Câmara dos Deputados e do Senado Federal, operando por
sessão remota, as emendas e requerimentos de destaque possam ser
apresentados à Mesa, na forma e prazo definidos para funcionamento do
Sistema de Deliberação Remota (SDR) em cada Casa; sem prejuízo da
possibilidade das Casas Legislativas regulamentarem a complementação
desse procedimento legislativo regimental.
Intime-se com urgência.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6347,ADI-6347,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881118,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO,25/3/2020,Não,28/9/2020,Decisão Liminar,Liminar referendada,"Decisão: O Tribunal, por unanimidade, referendou a medida cautelar anteriormente deferida para suspender a eficácia do art. 6º-B da Lei nº 13.979/2020, incluído pelo art. 1º da Medida Provisória nº 928/2020, nos termos do voto do Relator. Falou, pelo requerente, o Dr. Cássio dos Santos Araújo. Ausente, justificadamente, o Ministro Celso de Mello. Presidência do Ministro Dias Toffoli. Plenário, 30.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS3 - DIREITO DA SAÚDE | PÚBLICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6347,ADI-6347,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881595,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,25/3/2020,Não,28/9/2020,Decisão Final,Extinto o processo,"Em 2 de setembro de 2020: ""(...) JULGO EXTINTOS OS PROCESSOS (ADIs 6347,
6351 e 6353), sem resolução do mérito, com base nos arts. 21, IX, do
Regimento Interno do Supremo Tribunal Federal, e 485, VI, do Código de
Processo Civil de 2015.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS3 - DIREITO DA SAÚDE | PÚBLICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6348,ADI-6348,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881595,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,25/3/2020,Não,5/9/2020,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, negou referendo ao indeferimento da medida cautelar tão somente em relação ao artigo 31 da Medida Provisória 927/2020 e, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, suspendeu a eficácia desses artigos, vencidos, em maior extensão, os Ministros Edson Fachin, Rosa Weber e Ricardo Lewandowski, e, em menor extensão por dar interpretação conforme ao citado artigo, o Ministro Roberto Barroso, nos termos de seus votos, e os Ministros Marco Aurélio (Relator), Dias Toffoli (Presidente) e Gilmar Mendes, que referendavam integralmente o indeferimento da medida cautelar. Ausente, justificadamente, o Ministro Celso de Mello. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6348,ADI-6348,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881596,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,5/9/2020,Decisão Final,Extinto o processo,"2. Considerado o término, em 19 de julho de 2020, do período de vigência da Medida Provisória nº 927/2020, ausente conversão em lei, surgem esgotados os efeitos jurídicos, a sinalizar o prejuízo.

3. Assento a perda de objeto desta ação. 

4. Publiquem.

Brasília, 10 de agosto de 2020.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6348,ADI-6348,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881596,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,5/9/2020,Decisão Interlocutória,Deferido,"""(...) 3. Admito a Central Única dos Trabalhadores – CUT, a União Geral
dos Trabalhadores – UGT, a Central dos Trabalhadores e Trabalhadoras
do Brasil – CTB, a Força Sindical – FS, a Central dos Sindicatos Brasileiros
– CSB e a Nova Central Sindical dos Trabalhadores – NCST como terceiras interessadas no processo, recebendo-o no estágio em que se
encontra.
A sustentação oral deve observar o disposto no artigo 2º da
Resolução STF nº 672/2020, a prever o uso de videoconferência nas
sessões de julgamento das Turmas e do Plenário.
4. Publiquem.
Brasília, 14 de abril de 2020.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6348,ADI-6348,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881596,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,5/9/2020,Decisão Interlocutória,Deferido,"""(...) 3. Admito a Confederação Nacional da Indústria – CNI como terceira interessada no processo, recebendo-o no estágio em que se encontra.

4. Publiquem.

Brasília, 20 de maio de 2020.
""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6348,ADI-6348,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881596,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,5/9/2020,Decisão Liminar,Liminar indeferida,"Em 29.3.2020;

[...]

3. Indefiro a liminar pleiteada, no que o implemento pressupõe não só relevância maior do pedido, como risco de manter-se preceitos normativos com plena vigência, entendendo-se este último como irreparável.


4. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado. Remetam cópia ao Presidente do Tribunal, ministro Dias Toffoli, aos demais Ministros, aos Presidentes da República, da Câmara dos Deputados e do Senado Federal, bem como ao Procurador-Geral da República.


Sem prejuízo da submissão ao Colegiado, solicitem informações, colham a manifestação do Advogado-Geral da União e o parecer do Procurador-Geral da República

[...]",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6349,ADI-6349,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881596,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,25/3/2020,Sim,,Decisão Liminar,Liminar referendada,"Decisão: O Tribunal, por maioria, referendou a decisão que indeferiu a medida cautelar, nos termos do voto do Relator, vencidos, em maior extensão, os Ministros Edson Fachin, Roberto Barroso, Rosa Weber e Ricardo Lewandowski, nos termos de seus votos. Ausente, justificadamente, o Ministro Celso de Mello. Presidência do Ministro Dias Toffoli. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO",Decisões,,,,,,,,
ADI,6349,ADI-6349,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881597,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Sim,,Decisão Liminar,Liminar indeferida,"Em 1º.4.2020;

[...]

3. Indefiro a liminar, no que o implemento pressupõe não só relevância maior do pedido, como risco de manter-se preceitos normativos com plena vigência, entendendo-se este último como irreparável.


4. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado. Remetam cópia ao Presidente do Tribunal, ministro Dias Toffoli, aos demais Ministros, aos Presidentes da República, da Câmara dos Deputados e do Senado Federal, bem como ao Procurador-Geral da República.


Sem prejuízo da submissão ao Colegiado, solicitem informações, colham a manifestação do Advogado-Geral da União e o parecer do Procurador-Geral da República.

[...]",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO",Decisões,,,,,,,,
ADI,6350,ADI-6350,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881597,MIN. GILMAR MENDES,MIN. GILMAR MENDES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,25/3/2020,Não,11/11/2020,Decisão Final,Procedente,"Decisão: O Tribunal, por maioria, julgou procedente o pedido formulado na ação direta, confirmando a medida cautelar anteriormente deferida, para declarar a inconstitucionalidade do artigo 279 da Constituição do Estado de Mato Grosso, nos termos do voto do Relator, vencido o Ministro Marco Aurélio, que julgava parcialmente procedente o pedido. Plenário, Sessão Virtual de 2.10.2020 a 9.10.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAÇÃO/CONCESSÃO DE,Decisões,,,,,,,,
ADI,6350,ADI-6350,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881598,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,25/3/2020,Não,11/11/2020,Decisão Liminar,Liminar deferida ad referendum,"""(...) Ante o exposto, defiro a medida cautelar requerida, ad referendum do Plenário (art. 21, V, do RISTF; art. 10, §3º, Lei 9.868/1999), para suspender a vigência do artigo 279 da Constituição do Estado de Mato Grosso, com efeito ex nunc, nos termos do art. 11, 1, da Lei 9.868/99.
Comunique-se, com urgência.
Na sequência, solicitem-se informações à Assembleia Legislativa do Estado do Mato Grosso.
Após, ouça-se a Advocacia-Geral da União e a Procuradoria-Geral da República.
Na sequência, inclua-se em pauta para o julgamento colegiado do referendo da medida cautelar.
Publique-se.
""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAÇÃO/CONCESSÃO DE,Decisões,,,,,,,,
ADI,6351,ADI-6351,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881598,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO,25/3/2020,Não,28/9/2020,Decisão Liminar,Liminar referendada,"Decisão: O Tribunal, por unanimidade, referendou a medida cautelar anteriormente deferida para suspender a eficácia do art. 6º-B da Lei nº 13.979/2020, incluído pelo art. 1º da Medida Provisória nº 928/2020, nos termos do voto do Relator. Falou, pelo requerente, o Dr. Marcus Vinicius Furtado Coêlho. Ausente, justificadamente, o Ministro Celso de Mello. Presidência do Ministro Dias Toffoli. Plenário, 30.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6351,ADI-6351,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881853,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,25/3/2020,Não,28/9/2020,Decisão Liminar,Liminar deferida ad referendum,"Em 26 de março de 2020: ""(...) CONCEDO A MEDIDA CAUTELAR na presente
ação direta, ad referendum do Plenário desta SUPREMA CORTE, com base
no art. 21, V, do RISTF, para determinar a SUSPENSÃO DA EFICÁCIA do
art. 6º-B da Lei 13.979/2020, incluído pelo art. 1º da Medida Provisória
928/2020.
Intimem-se a Presidência da República e o Congresso Nacional para
ciência e cumprimento desta decisão, bem como para fornecer
informações pertinentes, no prazo máximo de 10 (dez) dias.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6352,ADI-6352,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881853,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,25/3/2020,Não,21/10/2020,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, negou referendo ao indeferimento da medida cautelar tão somente em relação aos artigos 29 e 31 da Medida Provisória 927/2020 e, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, suspendeu a eficácia desses artigos, vencidos, em maior extensão, os Ministros Edson Fachin, Roberto Barroso, Rosa Weber e Ricardo Lewandowski, nos termos de seus votos, e os Ministros Marco Aurélio (Relator), Dias Toffoli (Presidente) e Gilmar Mendes, que referendavam integralmente o indeferimento da medida cautelar. Ausente, justificadamente, o Ministro Celso de Mello. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6352,ADI-6352,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881916,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,21/10/2020,Decisão Final,Extinto o processo,"Em 22/09/2020: ""(...) 3. Assento a perda de objeto desta ação e do agravo interno
formalizado pelo Conselho Federal do Instituto dos Advogados
Previdenciários – Iape."".",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6352,ADI-6352,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881916,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,21/10/2020,Decisão Interlocutória,Deferido,"Em 14/04/2020: ""(...) 3. Admito a Central Única dos Trabalhadores – CUT, a União Geral
dos Trabalhadores – UGT, a Central dos Trabalhadores e Trabalhadoras
do Brasil – CTB, a Força Sindical – FS, a Central dos Sindicatos Brasileiros
– CSB e a Nova Central Sindical dos Trabalhadores – NCST como
terceiros interessados no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6352,ADI-6352,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881916,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,21/10/2020,Decisão Interlocutória,Deferido,"Em 14/05/2020: ""(...) 3. Admito a Federação das Indústrias do Estado de Minas Gerais
como terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6352,ADI-6352,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881916,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,25/3/2020,Não,21/10/2020,Decisão Interlocutória,Deferido,"Em 20/05/2020: ""(...) 3. Admito a Confederação Nacional da Indústria – CNI como
terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
